id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
9553,https://ymnik.kz/tests_old/history_kz/?v=4,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Жұмысшы және солдат депутаттарының Кеңестері құрылған мерзім:,1918 жылғы маусым.,1918 жылғы ақпан.,1917 жылғы шілде.,1917 жылғы наурыз-сәуір.,1918 жылғы мамыр.,D,test,Жұмысшы және солдат депутаттарының,Кеңестері құрылған мерзім:,санын анықтау керек.,Жұмысшы және солдат депутаттарының **көтерілісі 1905 жылы 9 желтоқсанда (27 қараша) Петроградта басталды. Бұл оқиға «Қызыл желтоқсан» деп аталады және оның негізгі себебі – 1905 жылғы революция кезіндегі жұмысшылар мен солдаттардың аштық пен әскери қызметтің ауыр жағдайына қарсы көтерілуі болды. Бұл оқиға Ресей империясының билігіне үлкен қысым жасады және соңында 1905 жылғы реформаларға әкелді.**,0.0,0.0,0.4,0.45
7162,https://ymnik.kz/tests_old/geography/?v=118,Social Science,Geography,High School,Russian,Geography (High School in rus),Расход воды в реке за год называется,Межень,Режим реки,Расход воды,Годовой сток,Твёрдый сток,D,test,Расход воды в реке,за год называется,: 100 м³/с,"Расход воды в реке

Расход воды в реке — это ключевой параметр, характеризующий количество воды, протекающее через поперечное сечение русла за единицу времени. Он напрямую зависит от скорости течения и площади водосборного бассейна, а также от рельефа местности и климатических условий. В горных районах расход может быть высоким даже при небольших объемах воды из-за крутизны склонов, тогда как в равнинных зонах он часто снижается из-за замедления потока и испарения. Понимание динамики расхода воды критически важно для гидроэнергетики, водоснабжения и управления водными ресурсами, позволяя прогнозировать наводнения и оптимизировать использование рек для различных хозяйственных нужд.",0.0,0.0,0.5,0.45
7780,https://ymnik.kz/tests_old/geography/?v=112,Social Science,Geography,High School,Russian,Geography (High School in rus),"Параллелями называют линии, условно проведенные по поверхности Земли",Вдоль береговой линии,От одного полюса к другому,Параллельно экватору,Вдоль границы климатических поясов,От одного объекта к другому,C,test,"Параллелями называют линии, условно проведенные",по поверхности Земли,"в одной плоскости так, чтобы они не имели общих точек.","Параллелями называют линии, условно проведенные **в одной плоскости, которые не пересекаются друг с другом ни при каком пересечении.**",0.0,0.0,0.65,0.64
9391,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Шыңғысханның туған жылы,1206 жыл,1217 жыл,1155 жыл,1211 жыл,,C,test,Шыңғысханның туған,жылы,жылы,"Шыңғысханның туған жері – Орхон өзенінің бойындағы, қазіргі Қытайдың Шыңжаң өңіріне жататын, тарихи маңызы зор аймақ болған. Ол жердегі табиғи байлықтар мен стратегиялық орналасуы оның кейіннен ұлы империя құру жолындағы маңызды рөлін анықтады. Шыңғысхан бұл жерден шығып, үш жүзді біріктіріп, Еуразияның ірі мемлекеттерін бағындырды.",0.0,0.0,0.37,1.02
10795,https://ymnik.kz/tests_old/kazakh_kz/?v=32,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Кезектес салалас құрмалас сөйлемді көрсетіңіз.,"Оны бірде мұз айдынында көрдік, бірде колхоздың еңбек даласында көрдік.","Ауа райы түзелді, орақ басталды.","Ауа райы бұлыңғыр болғандықтан, бөлме іші қараңғы тартып тұрды.","Маған олар я жетер, я жетпес.","Құмды жазық даланың шетіне ілінген жолаушылар ұзақ тұрып қалды,өйткені әбден шаршаған еді.",A,test,Кезектес салалас құрмалас,сөйлемді көрсетіңіз., жай сөйлем,"Кезектес салалас құрмалас – бұл екі сөздің бір-біріне тікелей қосылып, мағыналық байланыс орнатып, жаңа сөзді құрайтын құрылым. Мұндағы сөздердің орны ауысуы мүмкін, бірақ олардың мағыналық байланысы бұзылмайды.

Мысалы:
*   **Кітап оқу** (Кітап оқуға болады)
*   **Оқу кітап** (Оқу кітапты оқуға болады)
*   **Жұмыс істеу** (Жұмыс істеуге болады)
*   **Істеу жұмыс** (Істеу жұмысын істеуге болады)

Бұл құрылым қазақ тілінде жиі кездеседі және сөйлеу тілінде еркін қолданылады.",0.0,0.0,0.49,0.78
11798,https://ymnik.kz/tests_old/literature_kz/?v=9,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),Ы.  Алтынсариннің өлеңін табыңыз.,«Интернатта оқып жүр».,«Шәкірт ойы».,«Кім жазықты?».,«Жасымда ғылым бар деп ескермедім».,"«Кел,  балалар,  оқылық».",E,test,Ы.  Алтынсариннің,өлеңін табыңыз.,Қазақ әдебиетінің негізін қалаушы.,"Ы. Алтынсариннің **өмірі мен шығармашылығы қазақ халқының рухани дамуына үлкен үлес қосты. Ол қазақ тілі мен әдебиетін дамытуға, ұлттық білім жүйесін құруға және жастарды жаңашылдыққа баулуға шешуші рөл атқарды.**",0.0,0.0,0.44,0.62
14730,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңдеу түбірлерінің қосындысын табыңыз.
 \(3x^2-5x-2=0\)",\(\frac{5}{6}\),\(\frac{3}{4}\),\(\frac{215}{27}\),\(\frac{5}{3}\),,D,test,Теңдеу түбірлерінің қосындысын табыңыз.,\(3x^2-5x-2=0\),x2-5x+6=0,"Теңдеу түбірлерінің қосындысын табыңыз.

**Шешуі:**

Берілген теңдеудің түбірлерінің қосындысын табу үшін Виет формуласын қолданамыз.

1.  **Теңдеуді анықтау:**
    Егер нақты теңдеу берілмеген болса, жалпы квадрат теңдеуді қарастырайық:
    $$ax^2 + bx + c = 0$$
    Мұндағы $a \neq 0$.

2.  **Виет формуласы:**
    Квадрат теңдеудің түбірлерінің қосындысы ($x_1 + x_2$) коэффициенттер арқылы мына формуламен анықталады:
    $$x_1 + x_2 = -\frac{b}{a}$$

3.  **Мысал ретінде есептеу:**
    Егер теңдеу $x^2 - 5x + 6 = 0$ болса:
    *   $a = 1$
    *   $b = -5$
    *   $c = 6$
    
    Түбірлердің қосындысы:
    $$x_1 + x_2 = -\frac{-5}{1} = 5$$

**Жауабы:**
Теңдеудің түбірлерінің қосындысы **$-\frac{b}{a}$** тең.",0.12,0.44,0.62,0.85
4972,https://oltest.kz/tests/ekonomika_i_predprinimatelstvo/,"Social Science





",Economics and Entrepreneurship ,University,Russian,Economics and Entrepreneurship (Professional in rus),"Если себестоимость единицы продукции — 900 тенге, удельные капитальные вложения 1000 тенге, Ен = 0,16, то чему будут равны приведенные затраты?
","1200 тенге
","960 тенге
","1060 тенге
","916 тенге
","1160 тенге
",C,test,"Если себестоимость единицы продукции — 900 тенге, удельные капитальные вложения 1000 тенге,","Ен = 0,16, то чему будут равны приведенные затраты?
","удельные оборотные вложения 1000 тенге, а коэффициент оборачиваемости капитала 1,5, то какая должна быть себестоимость единицы продукции?","Если себестоимость единицы продукции — 900 тенге, удельные капитальные вложения 1000 тенге, **то коэффициент капиталоёмкости составляет 1,11, что указывает на высокую зависимость производства от инвестиций в оборудование и инфраструктуру.**",0.0,0.0,0.55,0.6
16520,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"Создателем топографической анатомии является:
","Б. Карлом Бэром
","Петр Францевич Лесгафт
","Николай Иванович Пирогов
","Иван Петрович Павлов
","Антони ван Левенгуком
",C,test,Создателем топографической,"анатомии является:
",графической карты является Александр фон Гумбольдт.,"Создателем топографической **картографии считается Иоганн Шёнлейн, немецкий географ и картограф, который в XVIII веке разработал новые методы создания карт и внес значительный вклад в развитие геодезии.**",0.0,0.0,0.42,0.47
14395,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңсіздіктер жүйесін шешіңіз: \(\begin{cases} \sqrt[2018]{x+3}&≤0,\\x+3&≥0\end{cases}\)",Шешімі жоқ,\([-3;+\infty)\),\(x=-3\),\([-3;0]\),,C,test,Теңсіздіктер жүйесін,"шешіңіз: \(\begin{cases} \sqrt[2018]{x+3}&≤0,\\x+3&≥0\end{cases}\)",шешу,"Теңсіздіктер жүйесін **шешу үшін әдетте графикалық әдіс немесе алгебралық әдістер қолданылады. Графикалық әдісте әрбір теңсіздікті координаталық жазықтықта сызып, олардың ортақ аймағын (қиылысу аймағын) анықтау арқылы шешім табуға болады. Алгебралық әдісте теңсіздіктерді қосымша теңсіздіктерге ықшамдау немесе айнымалыларды алмастыру арқылы шешу жолдары қарастырылады. Сонымен қатар, екі өлшемді теңсіздіктер жүйелерінің шешімі көбінесе көпбұрышты аймақ түрінде болады.**",0.0,0.0,0.37,0.52
20148,https://ymnik.kz/tests_old/literature/?v=13,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),В каком произведении М.В. Ломоносов пишет:«Что может собственных ПлатоновИ быстрых разумом НевтоновРоссийская земля рождать»:,"«Ода на день восшествия на престол императрицы Елизаветы Петровны, 1747 года».",«Разговор с Анакреоном».,«Гимн бороде».,«Утреннее размышление».,«Письмо о пользе Стекла».,A,test,В каком произведении М.В.,Ломоносов пишет:«Что может собственных ПлатоновИ быстрых разумом НевтоновРоссийская земля рождать»:,Ломоносова «Свято-Елисаветинский монастырь» описан в его поэме «Одесская песнь»?,"В каком произведении М.В. Лермонтова герой, мечтающий о «чистом небе» и «свободной земле», оказывается в плену у «мрачной власти» и «тёмных страстей»?

В этом произведении, написанном в 1840 году, поэт создал образ человека, чья душа не находит покоя в рамках жестокого общества, а ищет выхода за пределы земного бытия. Главный герой, Печорин, проходит через ряд испытаний, пытаясь найти смысл жизни, но в итоге приходит к трагическому осознанию собственной несостоятельности и одиночества.

Ответ: **«Герой нашего времени»**.",0.0,0.0,0.38,0.29
22863,https://ymnik.kz/tests_old/worldhistory/?v=42,Humanities,World_History,High School,Russian,World History (High School in rus),"Понятие ""юнкер"" означает:",Прусский помещик,Военный чин в австрийской армии,Английский дворянин,Религиозный проповедник,Дипломатическая должность во Франции,A,test,"Понятие ""юнкер""",означает:,"— это немецкое слово, которое происходит от имени германского рода Юнгер. В современном языке оно используется для обозначения различных типов самолетов, производимых компанией Junkers.","**Второе произведение: Юнкер — от дворянского звания до символа немецкого флота**

История термина «юнкер» неразрывно связана с развитием социальной структуры и военной системы Германии. В средневековье это слово обозначало не просто молодого дворянина, а конкретного члена дворянского сословия, который еще не получил полного права голоса в Земском суде и не был полностью включен в элиту. Юнкер был в некотором роде «взрослым» подростком, который уже обладал определенным статусом, но еще не достиг полной зрелости в глазах общества.

С течением времени, особенно в эпоху Реформации и последующих реформаций, значение слова начало трансформироваться. В эпоху Габсбургов и в Пруссии юнкер стал ключевой фигурой в системе образования и военной службы. Молодые дворяне отправлялись в специальные школы (юнкерские школы), где получали военное и гражданское образование. Это создавало элитный слой, который служил связующим звеном между монархом и общиной. Юнкеры были верны государству, но при этом сохраняли свою независимость и приверженность традициям.

Однако, как и многие социальные институты, статус юнкера подвергался изменениям. В XIX веке, с ростом влияния буржуазии и развитием промышленности, традиционное дворянство начало уступать место новым социальным группам. Тем не менее, в Пруссии и позже в Германии юнкерский класс сохранил значительное влияние, особенно в военной сфере. Они стали основой офицерского корпуса, формируя характер немецкой армии на протяжении столетий.

В XX веке, во время Первой мировой войны, термин «юнкер» приобрел новое, более узкое и известное значение. Он стал обозначать не только социальный статус, но и конкретный тип самолетов, разработанных фирмой Focke-Wulf (часто называемой просто «Юнкерс» в быту, хотя технически это разные компании, но в контексте авиации слово «юнкер» стало ассоциироваться с легкими истребителями и бомбардировщиками",0.0,0.0,0.55,0.47
4160,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),«Скорость химической реакции пропорциональна произведению концентраци реагирующих» – это формулировка закона,Действующих масс,Сохранения массы веществ,Авогадро,Постоянства состава,,A,test,«Скорость химической реакции пропорциональна произведению концентраци реагирующих»,– это формулировка закона,"и степеней их концентраций, равных порядкам реакции.","SECOND PIECE:
**...веществ, участвующих в реакции, при постоянной температуре.**

*(Full context: This completes the statement of the Law of Mass Action.)*",0.0,0.0,0.2,0.53
2837,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Массасы 1,2 г күмістің массалық үлесі 0,45 бар мыс және күмістің қоспасын концентрлі азот қышқылының ерітіндісімен өңдейді. Түзілген ерітіндіге натрий бромидінің ерітіндісін қосқан кезде пайда болған тұнбаның массасы.","0,94 г","0,47 г","1,94 г","0,49 г",,A,test,"Массасы 1,2 г күмістің массалық үлесі 0,45 бар мыс және күмістің қоспасын концентрлі азот қышқылының ерітіндісімен өңдейді.",Түзілген ерітіндіге натрий бромидінің ерітіндісін қосқан кезде пайда болған тұнбаның массасы.,"нәтижесінде 0,5 г күміс қалды.","Массасы 1,2 г күмістің массалық үлесі 0,45 бар мыс және күмістің қоспасын концентрлі азот қышқылының ерітіндісімен өңдейді. **Нәтижесінде алынған ерітіндіге су қосылып, күміс тұнбасын бөлу үшін аммиак ерітіндісі енгізіледі. Тұнды ағаш тамшысымен тазалап, суытқышта қайнатып, алынған күмістің массасын анықтау арқылы қоспадағы күмістің массалық үлесін есептеу жүргізіледі.**",0.0,0.0,0.76,0.62
21424,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Германияның алдыңғы қатарлы суретшісі «Төрт салт атты» картинасының авторы:,Дюрер Альбрехт,Рембрандт,Веласкес Диего,Микеланджело,,A,test,Германияның алдыңғы қатарлы суретшісі «Төрт,салт атты» картинасының авторы:,бастау» суретін жасаған.,"Германияның алдыңғы қатарлы суретшісі «Төрт сезім» (Die Vier Gefühle) атты әйгілі туындысын жасаған. Бұл сурет 1901 жылы Жорж Пикассо жасаған, ол кейіннен кубизм стилінің негізін қалаушылардың бірі болды.",0.0,0.0,0.53,0.81
16249,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Как изменится площадь фигуры, если ее периметр уменьшился на 30%, а ее форма осталась без изменений?",Уменьшится на 51%,Не изменится,Уменьшится на 40%,Уменьшится на 30%,,A,test,"Как изменится площадь фигуры, если ее периметр уменьшился на","30%, а ее форма осталась без изменений?","10%, а площадь увеличилась на 20%?","Как изменится площадь фигуры, если ее периметр уменьшился на **половину**?

**Ответ:** Площадь уменьшится в **четыре раза**.

**Объяснение:**
Для большинства геометрических фигур (квадратов, прямоугольников, кругов) площадь пропорциональна квадрату периметра.
*   Если периметр уменьшается в 2 раза (наполовину), то площадь уменьшается в $2^2 = 4$ раза.
*   Формула для квадрата: $P = 4a$, $S = a^2$. Если $P_{new} = P/2$, то $a_{new} = a/2$, следовательно, $S_{new} = (a/2)^2 = a^2/4 = S/4$.",0.0,0.0,0.5,0.72
893,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Көмірқышқыл газы көп қан:,Аралас қан,Вена қаны,Суыққандылық,Жылықандылық,,B,test,Көмірқышқыл газы,көп қан:,(CO2),"Көмірқышқыл газы (CO₂) – бұл табиғи күйінде сұйық немесе газ түрінде кездесетін, өте маңызды химиялық элемент. Ол көміртек пен оттек атомдарынан тұратын молекулалық құрылымға ие және көбінесе өте қарапайым, бірақ табиғаттағы көптеген процестерде белсенді рөл атқарады.

Бұл газ жер қойнауында, мұхиттарда және өсімдіктердің фотосинтез процесінде қалыптасады. Адамдардың тыныс алуы, жану процестері және өсімдіктердің өсуі үшін CO₂ өте қажетті элемент болып табылады. Дегенмен, оның атыраптың ауасындағы мөлшерінің артуы климаттың өзгеруіне әкелетін негізгі факторлардың бірі болып саналады.",0.0,0.0,0.31,0.46
2630,https://oltest.kz/tests/biologiya/,STEM,Biology,University,Russian,Biology (Professional & University in rus),Направление от сегментальной плоскости в сторону хвоста,"
назальное","
каудальное","
краниальное",латеральное,"
медиальное",B,test,Направление от сегментальной плоскости,в сторону хвоста,и осевой плоскости перпендикулярны.,"Направление от сегментальной плоскости **определяет векторную составляющую движения, направленную строго перпендикулярно к поверхности раздела, разделяющей два материала. В контексте механики сплошных сред и теории упругости это направление характеризуется нормальным напряжением, которое отвечает за сжатие или растяжение материала в точке контакта, игнорируя касательные силы, вызывающие сдвиг. Именно по этому вектору происходит передача энергии при ударных волнах или распространение деформаций в композитных структурах, где границы раздела играют ключевую роль в формировании макроскопических свойств системы.**",0.0,0.0,0.42,0.33
