id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion,icl_evaluation
4214,high_school_mathematics,Математика,"Если пятиугольник P с вершинами в точках (– 2, – 4), (– 4, 1), (-1, 4), (2, 4), и (3, 0) отразить через прямую y = x, чтобы получить новый пятиугольник, P’, то одна из вершин P' будет находиться в точке","(0, – 3)","(4, 1)","(2, 2)","(– 4, –2)",D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test,"Если пятиугольник P с вершинами в точках (– 2, – 4), (– 4, 1), (-1, 4), (2, 4), и (3, 0) отразить через прямую","y = x, чтобы получить новый пятиугольник, P’, то одна из вершин P' будет находиться в точке",", как определить её площадь",и найти координаты вершин отраженной фигуры,0.0,0.0,0.55,0.48,No
10406,professional_accounting,Бизнес,Компания Ace Co. выпустила 1000 акций своих обыкновенных акций номиналом 10 $ по цене 15 $ за акцию наличными. Как эта операция должна быть отражена в отчете о движении денежных средств Ace за год выпуска?,Приток денежных средств от финансовой деятельности в размере 15000 $.,Приток денежных средств от финансовой деятельности в размере 10000 $ и 5000 $ корректировка для получения денежных потоков от операционной деятельности.,Денежный поток от инвестиционной деятельности в размере 15000 $.,Денежный поток от инвестиционной деятельности в размере 10000 $ и корректировка в размере 5000 $ для получения денежных потоков от операционной деятельности.,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,Компания Ace Co. выпустила 1000 акций своих обыкновенных акций номиналом 10 $ по цене 15 $ за акцию наличными.,Как эта операция должна быть отражена в отчете о движении денежных средств Ace за год выпуска?,Какова общая сумма прибыли от продажи этих акций,"Следовательно, общая сумма поступивших средств от продажи акций компании составила $15 000.",0.0,0.0,0.67,0.65,No
9692,philosophy,Философия,"Точка зрения Платона заключается в том, что истинная красота - это _____.",встречается в предметах повседневного обихода,несуществующий,повсюду в мире природы,не из этого мира,D,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Точка зрения Платона заключается в том, что",истинная красота - это _____.,"в том, что он верил, что","В том, что душа человека должна обладать добродетелью и стремиться к совершенству",0.0,0.0,0.45,0.32,No
4831,high_school_physics,Физика,Какое из следующих утверждений об электрических и магнитных полях является ЛОЖНЫМ:,"Заряд, движущийся вдоль направления электрического поля, будет испытывать силу, но заряд, движущийся вдоль направления магнитного поля, не будет испытывать силу.","Все заряды испытывают силу в электрическом поле, но только движущиеся заряды могут испытывать силу в магнитном поле.",Положительный заряд движется в направлении электрического поля; положительный заряд движется перпендикулярно магнитному полю.,"Все движущиеся заряды испытывают силу, параллельную электрическому полю и перпендикулярную магнитному полю.",C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,Какое из следующих утверждений об электрических и,магнитных полях является ЛОЖНЫМ:,и токов,и магнитных полей,0.0,0.0,0.46,0.35,No
340,astronomy,Физика,Какой элемент наиболее распространен среди юпитерианских планет?,Водород,Гелий,Углерод,Кислород,A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test,Какой элемент наиболее распространен,среди юпитерианских планет?,Какой элемент наиболее распространен на Земле?,Какой элемент наиболее распространен в природе на Земле,0.0,0.0,0.57,0.61,No
11637,professional_law,Право,"Как правило, эротические материалы защищены Первой поправкой для личного пользования и владения. Однако некоторые эротические материалы могут быть настолько непристойными или аморальными, что переступают границы защиты Первой поправки. Верховный суд постановил, что если материал является непристойным, он не требует защиты по Первой поправке. Что из нижеперечисленного наиболее точно отражает один из пунктов трехступенчатого теста, установленного Верховным судом США для определения того, является ли фильм, книга, видео или живописное произведение непристойным и, следовательно, не подлежащим защите?","Является ли произведение, взятое в целом и оцениваемое по современным общественным стандартам, по мнению чувствительного или уязвимого человека, вызывающим интерес.","Изображает ли произведение прямым или косвенным образом сексуальное поведение, определенное соответствующим законом штата о непристойности.","Отсутствует ли в произведении, взятом в целом, серьезная литературная, художественная, политическая или научная ценность.","Является ли произведение, с точки зрения национального стандарта, оскорбляющим нормы общественной морали.",C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,"Как правило, эротические материалы защищены Первой поправкой для личного пользования и владения. Однако некоторые эротические материалы могут быть настолько непристойными или аморальными, что переступают границы защиты Первой поправки.","Верховный суд постановил, что если материал является непристойным, он не требует защиты по Первой поправке. Что из нижеперечисленного наиболее точно отражает один из пунктов трехступенчатого теста, установленного Верховным судом США для определения того, является ли фильм, книга, видео или живописное произведение непристойным и, следовательно, не подлежащим защите?",В этом случае эти материалы могут быть признаны непристойными и нарушить закон.,"Сложно понять, на основании чего мы защищаем один сектор информации, когда другой считает иначе, и то и другое имеют право на существование.",0.0,0.0,0.48,0.58,No
6286,human_aging,Медицина,"Женщину, которая провела продолжительное исследование на себе и обнаружила, что с возрастом у нее возрастают трудности с извлечением информации из памяти, звали",Кларк,Смит,Уайтбэр,Эббингауз,B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Женщину, которая провела продолжительное исследование на себе и обнаружила, что с возрастом у","нее возрастают трудности с извлечением информации из памяти, звали",...с возрастом у неё ухудшается состояние здоровья.,она же,0.0,0.0,0.38,0.48,No
9164,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я вылил чашку горячего кофе на своего ребенка. Сценарий 2 | Я вызвался помочь своей 99-летней бабушке спуститься в заброшенную шахту, чтобы спасти заблудившихся детей.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я вылил чашку горячего кофе на своего ребенка.","Сценарий 2 | Я вызвался помочь своей 99-летней бабушке спуститься в заброшенную шахту, чтобы спасти заблудившихся детей.",Сенцарий 2 | Ваш друг убил вас.,"Сценарий 2 | Я распылил яд в себе, чтобы избежать ответственности перед законом.",0.67,0.67,0.67,0.51,No
3279,high_school_european_history,История,"Этот вопрос относится к следующей информации.
Ознакомьтесь со следующим правительственным постановлением.
Закон о печати
До тех пор, пока этот указ остается в силе, ни одна публикация, которая выходит в виде ежедневных выпусков или в виде серии, не превышающей двадцати печатных листов, не должна выходить в печать в любом штате союза без предварительного уведомления и одобрения государственных должностных лиц. С произведениями, которые не принадлежат ни к одному из вышеупомянутых классов, следует обращаться в соответствии с законами, действующими в настоящее время или которые могут быть приняты в отдельных штатах союза. . . . Каждый штат союза несет ответственность не только перед государством, против которого непосредственно совершено преступление, но и перед всей Конфедерацией за каждую публикацию, выходящую под его контролем, в которой ущемляется честь или безопасность других штатов или нападается на их конституцию или администрацию. . ..
— Карлсбадские резолюции, принятые Германскими государствами, 1819 год
Карлсбадские резолюции были еще одним планом Меттерниха, подобным Европейскому концерту, целью которого было выполнить что из следующего?",Установить контроль над европейскими государствами с помощью демократии в традициях Просвещения.,"Подавлять все голоса в правительстве, кроме его собственного, и контролировать все аспекты жизни своих граждан.",Подавите все националистические революции по всему континенту.,"Подавляйте все высказывания, кроме высказываний монархов и церквей, которые они одобряют.",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Этот вопрос относится к следующей информации. Ознакомьтесь со следующим правительственным постановлением. Закон о печати
До тех пор, пока этот указ остается в силе, ни одна публикация, которая выходит в виде ежедневных выпусков или в виде серии, не превышающей двадцати печатных листов, не должна выходить в печать в любом штате союза без предварительного уведомления и одобрения государственных должностных лиц. С произведениями, которые не принадлежат ни к одному из вышеупомянутых классов, следует обращаться в соответствии с законами, действующими в настоящее время или которые могут быть приняты в отдельных штатах союза. . .",". Каждый штат союза несет ответственность не только перед государством, против которого непосредственно совершено преступление, но и перед всей Конфедерацией за каждую публикацию, выходящую под его контролем, в которой ущемляется честь или безопасность других штатов или нападается на их конституцию или администрацию. . ..
— Карлсбадские резолюции, принятые Германскими государствами, 1819 год
Карлсбадские резолюции были еще одним планом Меттерниха, подобным Европейскому концерту, целью которого было выполнить что из следующего?",Согласно действующему законодательству Российской Федерации,"Кроме того, необходимо помнить, что данный режим имеет место действовать только в течение срока действия указанного закона. В противном случае любые требования, связанные с опубликованием материалов, не будут признаны юридически значимыми в рамках текущего акта. Все перечисленные обстоятельства остаются подчиненными существующему законодательству в той мере, в которой они не противоречат конкретным федеральным регламентам.",0.0,0.0,0.53,0.56,No
716,college_medicine,Медицина,"При очень сильных сокращениях, длящихся 1-2 секунды, первоначальным источником энергии является:",Гликолиз.,фосфорилирование креатин.,запасы фосфокреатина.,Запасы АТФ.,D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"При очень сильных сокращениях, длящихся 1-2 секунды,",первоначальным источником энергии является:,и могут быть судороги в конечностях.,что требует дополнительного подтверждения,0.0,0.0,0.38,0.5,No
5772,high_school_us_history,История,"Этот вопрос относится к следующей информации.
""Мы приходим к выводу, что в области государственного образования доктрине ""раздельного, но равного"" нет места. Отдельные учебные заведения по своей сути неравноценны. Следовательно, мы считаем, что истцы и другие лица, находящиеся в аналогичном положении, в отношении которых были возбуждены иски, по причине сегрегации, на которую подана жалоба, лишены равной защиты законов, гарантированной Четырнадцатой поправкой"".
Браун против Совета по образованию, 1954
Все нижеперечисленные социальные движения были вдохновлены движением за гражданские права, за ИСКЛЮЧЕНИЕМ",движения за права женщин,движения за права геев и лесбиянок,движения за права штатов,движения за права коренных американцев,C,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Этот вопрос относится к следующей информации. ""Мы приходим к выводу, что в области государственного образования доктрине ""раздельного, но равного"" нет места. Отдельные учебные заведения по своей сути неравноценны.","Следовательно, мы считаем, что истцы и другие лица, находящиеся в аналогичном положении, в отношении которых были возбуждены иски, по причине сегрегации, на которую подана жалоба, лишены равной защиты законов, гарантированной Четырнадцатой поправкой"". Браун против Совета по образованию, 1954
Все нижеперечисленные социальные движения были вдохновлены движением за гражданские права, за ИСКЛЮЧЕНИЕМ",Выберите правильный вариант ответа.,"Следовательно, это подтверждает необходимость реализации мер по унификации системы образования и обеспечения равного доступа к качественному кадрированию на всех уровнях.",0.0,0.0,0.27,0.22,No
1273,college_mathematics,Математика,"Пусть T: R^2 -> R^2 - линейное преобразование, которое отображает точку (1, 2) в (2, 3) и точку (-1, 2) в (2, -3). Затем T отображает точку (2, 1) в","(1, 6)","(-1, 4)","(3, 2)","(-4, 3)",A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Пусть T: R^2 -> R^2 - линейное преобразование, которое отображает точку (1, 2) в (2, 3) и точку (-1, 2) в (2, -3).","Затем T отображает точку (2, 1) в",Найдите матрицу T.,Найдите матрицу линейного преобразования T.,0.5,0.5,0.6,0.59,No
1813,econometrics,Экономика,"Какое из приведенных ниже выражений эквивалентно утверждению, что объясняющая переменная является ""нестохастической""?",Объясняющая переменная частично случайна,Объясняющая переменная фиксируется в повторных выборках,Объясняющая переменная коррелирует с ошибками,"Объясняющая переменная всегда имеет значение, равное единице",B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Какое из приведенных ниже выражений эквивалентно утверждению,","что объясняющая переменная является ""нестохастической""?",1. А. 2. Б. 3. В. 4. Г.,"Для установления соответствия выражениям требованию, необходимо проанализировать смысл обеих частей предложения. Правильный вариант определяется через проверку логических связей, представленных в списке.",0.0,0.0,0.4,0.39,No
12054,professional_law,Право,"Небольшой коммерческий самолет разбился в штате А. Пассажиры и пилот, все граждане штата В, погибли в результате катастрофы. Авиакомпания, которая владела и управляла самолетом, зарегистрирована и имеет свои ремонтные мастерские и основное место деятельности в штате С. За день до истечения срока давности по их искам наследники пилота и каждого из пассажиров подали иск против авиакомпании в федеральный суд штата А. Авиакомпания получила уведомление неделю спустя и хочет предотвратить рассмотрение иска в федеральном суде штата А. Какое из следующих ходатайств с наибольшей вероятностью достигнет цели авиакомпании?",Ходатайство об отклонении иска в связи с ненадлежащим местом рассмотрения.,Ходатайство об отклонении иска в связи с отсутствием персональной юрисдикции.,Ходатайство об отклонении иска на основании доктрины неподходящего суда,Ходатайство о передаче иска в федеральный суд штата C.,C,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test,"Небольшой коммерческий самолет разбился в штате А. Пассажиры и пилот, все граждане штата В, погибли в результате катастрофы.","Авиакомпания, которая владела и управляла самолетом, зарегистрирована и имеет свои ремонтные мастерские и основное место деятельности в штате С. За день до истечения срока давности по их искам наследники пилота и каждого из пассажиров подали иск против авиакомпании в федеральный суд штата А. Авиакомпания получила уведомление неделю спустя и хочет предотвратить рассмотрение иска в федеральном суде штата А. Какое из следующих ходатайств с наибольшей вероятностью достигнет цели авиакомпании?",Кто несет ответственность за этот инцидент?,"Ввиду подобных обстоятельств, вопрос о соответствии праву регулируется законами Российской Федерации, которые определяли компетенцию надзорных органов при таких событиях.",0.0,0.0,0.34,0.48,No
11356,professional_law,Право,"Общественный зал принадлежит городу. Зал сдается в аренду различным организациям в течение всего года. Рассчитанный на 1500 посадочных мест, он обычно арендуется для рок-концертов, родео, спортивных мероприятий, показов мод и т.д. В январе рок-звезда провела там недельный концерт, каждый вечер собиравший полный зал. Как правило, город сдает в аренду зрительный зал за плату в размере 2000 долларов в день. В феврале религиозная секта подала заявку на аренду зрительного зала для своего ежегодного празднования. Однако городской совет проголосовал 7 голосами против 3 против разрешения группе воспользоваться залом. Когда их заявка на аренду была отклонена, религиозная секта пригрозила подать в суд на городской совет. Они утверждали о несправедливой дискриминации, поскольку другие религиозные организации арендовали зал в предыдущие месяцы для своих религиозных собраний. На фоне этих разногласий городской совет принял постановление, запрещающее сдавать зрительный зал в аренду какой-либо религиозной группе. Постановление было принято на заседании ""за закрытыми дверями"", которое не допускало никаких дебатов или слушаний по этому вопросу. Вероятно ли, что это недавно принятое городское постановление будет признано конституционным?","Нет, потому что оно нарушает права религиозных групп на надлежащую правовую процедуру, не предоставляя им возможности для слушания.","Нет, потому что постановление дискриминирует религиозные группы в нарушение положения о свободе вероисповедания Первой поправки, применяемого к штатам через положение о надлежащей правовой процедуре Четырнадцатой поправки.","Да, потому что постановление одинаково относится ко всем религиозным группам.","Да, потому что постановление города само по себе не является действием штата и, следовательно, не подпадает под ограничения Четырнадцатой поправки.",B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Общественный зал принадлежит городу. Зал сдается в аренду различным организациям в течение всего года. Рассчитанный на 1500 посадочных мест, он обычно арендуется для рок-концертов, родео, спортивных мероприятий, показов мод и т.д. В январе рок-звезда провела там недельный концерт, каждый вечер собиравший полный зал. Как правило, город сдает в аренду зрительный зал за плату в размере 2000 долларов в день. В феврале религиозная секта подала заявку на аренду зрительного зала для своего ежегодного празднования. Однако городской совет проголосовал 7 голосами против 3 против разрешения группе воспользоваться залом.","Когда их заявка на аренду была отклонена, религиозная секта пригрозила подать в суд на городской совет. Они утверждали о несправедливой дискриминации, поскольку другие религиозные организации арендовали зал в предыдущие месяцы для своих религиозных собраний. На фоне этих разногласий городской совет принял постановление, запрещающее сдавать зрительный зал в аренду какой-либо религиозной группе. Постановление было принято на заседании ""за закрытыми дверями"", которое не допускало никаких дебатов или слушаний по этому вопросу. Вероятно ли, что это недавно принятое городское постановление будет признано конституционным?",Какова была конечная цель голосования города по вопросу аренды зрительного зала?,"По окончании заседания городского совета религиозная секта не смогла удовлетворить свои требования. Из-за отсутствия единого решения многие члены партии остались без возможности проведения своих программ. В результате, после рассмотрения жалоб, секта была вынуждена сократить количество своих акций в зале на половину. Это означало, что следующие месяцы будут менее шумными, и городские жители смогут отдыхать.",0.0,0.0,0.65,0.71,No
13337,security_studies,Политика,Почему ВИЧ/СПИД считается нетрадиционной проблемой безопасности?,"ВИЧ/СПИД - это недавно появившееся заболевание, которое не существовало до относительно позднего конца 20-го века.","Плохое здоровье может косвенно угрожать государству, но также может быть угрозой для других референтных объектов, например экономики.",Ошеломляющие масштабы распространения ВИЧ/СПИДа требуют нового подхода для теоретического обоснования его воздействия на безопасность.,Ничего из вышеперечисленного - ВИЧ/СПИД лучше определить как традиционную проблему безопасности.,B,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,Почему ВИЧ/СПИД считается нетрадиционной,проблемой безопасности?,А чем именно это значит,"Однако, несмотря на то, что вирус обладает высокой заразностью и может стать серьезной угрозой, врачи все больше фокусируются на новых методах лечения и профилактики этого недуга",0.0,0.0,0.47,0.49,No
9255,moral_scenarios,Философия,"Для какого из этих двух сценариев главный персонаж (который использует ""я/мне/мой"") делает что-то явно морально неправильное согласно обычным моральным стандартам в США на 2020 год? Сценарий 1 | Я помочился в аквариум с рыбками в классе. Сценарий 2 | Я обманом выманил у семьи деньги.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,"Для какого из этих двух сценариев главный персонаж (который использует ""я/мне/мой"") делает что-то явно морально неправильное согласно обычным моральным стандартам в США на 2020 год? Сценарий 1 | Я помочился в аквариум с рыбками в классе.",Сценарий 2 | Я обманом выманил у семьи деньги.,"Сценарий 2 | Я слышу звуки из окна и спрашиваю себя, кто они.","Сендвич 2 | Я заберу деньги у друга и отправлю их в банк, чтобы оплатить учебу.",1.0,1.0,0.68,0.68,No
980,college_chemistry,Биология,Кобальт-60 используется в лучевой терапии рака и может быть получен путем бомбардировки кобальта-59 каким из перечисленных ниже веществ?,Нейтронами,Альфа-частицами,Бета-частицами,Рентгеновскими лучами,A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test,Кобальт-60 используется в лучевой терапии рака и может быть получен путем,бомбардировки кобальта-59 каким из перечисленных ниже веществ?,нейтронов,путём нейтронной активации стабильного изотопа кобальта,0.0,0.0,0.53,0.33,No
5246,high_school_psychology,Общество,"Прототип стула американского подростка, скорее всего, будет включать",парту и/или стол.,четыре ножки и сиденье.,"чувство тревоги, связанное со школой.","кресло, кресельный подъемник и инвалидную коляску.",B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Прототип стула американского подростка, скорее","всего, будет включать",в сравнении с другими вариантами,и является важным элементом для развития,0.0,0.0,0.52,0.45,No
11609,professional_law,Право,"Студент колледжа посетил вечеринку братства. Он заметил молодую женщину, которая флиртовала с ним в сексуальной манере. Он отвел ее домой и насильно изнасиловал против ее воли. После изнасилования она сбежала и сразу же обратилась к властям. Полиция предъявила обвинение в изнасиловании. Студент-ответчик нашел нескольких мужчин, готовых дать показания о том, что женщина была распутной, что у них были с ней отношения и что она вела очень активную половую жизнь. Разрешит ли суд первой инстанции свидетелям дать показания о сексуальной предрасположенности женщины в соответствии с Федеральными правилами доказывания?","Да, потому что правила позволяют использовать свидетельства о сексуальной предрасположенности жертвы для проверки достоверности.","Да, потому что эти доказательства помогут присяжным понять, что в этой истории могут быть две стороны и что сексуальным хищником была женщина, а не мужчина.","Нет, потому что такие доказательства ""сексуальной предрасположенности"" обычно запрещены правилами доказывания, за исключением узких исключений.","Нет, потому что правила доказывания запрещают любые доказательства предыдущей сексуальной истории жертвы.",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"Студент колледжа посетил вечеринку братства. Он заметил молодую женщину, которая флиртовала с ним в сексуальной манере. Он отвел ее домой и насильно изнасиловал против ее воли. После изнасилования она сбежала и сразу же обратилась к властям.","Полиция предъявила обвинение в изнасиловании. Студент-ответчик нашел нескольких мужчин, готовых дать показания о том, что женщина была распутной, что у них были с ней отношения и что она вела очень активную половую жизнь. Разрешит ли суд первой инстанции свидетелям дать показания о сексуальной предрасположенности женщины в соответствии с Федеральными правилами доказывания?",Ответ: Верно,"Она вызвала полицию, и тогда началось официальное расследование.",0.0,0.0,0.56,0.44,No
