question,тақырып,таңдаулар,жауап,sheet,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Айталық, Элис пен Боб өткен айда шифрланған хабар алмасу жүйесі арқылы бір-біріне құпия мәтіндік хабарламалар жіберді делік. Элис пен Боб бүгін 6.858 қорытынды емтиханын тапсырып жатқанда, қарсылас олардың компьютерлерінің бірін бұзып, сол хабарламалардың шифрын шеше алады деп алаңдайды. Келесі қауіпсіздік қасиеттерінің қайсысы Элис пен Бобтың мәселесін шеше алады?", компьютер_қауіпсіздігі, ['Аутентификация.' 'Жоққа шығару.' 'Алға қарай құпиялылық' 'Кері қарай құпиялылық.'],2,Sheet1,"Айталық, Элис пен Боб өткен айда шифрланған хабар алмасу жүйесі арқылы бір-біріне құпия мәтіндік хабарламалар жіберді делік. Элис пен Боб бүгін 6.858 қорытынды емтиханын тапсырып жатқанда, қарсылас олардың компьютерлерінің бірін бұзып, сол хабарламалардың шифрын шеше алады деп алаңдайды.",Келесі қауіпсіздік қасиеттерінің қайсысы Элис пен Бобтың мәселесін шеше алады?,"Егер олардың шифрланған хабарламаларының шифрлау әдісі қорытынды емтиханда қарастырылған әдістерден басқа болса, олардың хабарламалары қорғалмауы мүмкін.","Егер қарсылас шифрды шешсе, олардың құпия хабарламалары ашылып, Элис пен Бобтің жеке деректері мен жоспарлары жария болуы мүмкін. Бұл олардың қауіпсіздігін бұзады және олардың болашақ жоспарларын әлсіретеді. Сондықтан олар қорытынды емтихандан кейін бірден жаңа шифрлау әдістерін қолдануға және деректерін қорғау шараларын күшейтуге шешім қабылдайды.",0.0,0.0,0.9,0.87
 Қолда бар табыс $X-ке өскен кезде, орта мектеп_макроэкономикасы,['тұтыну $X-тен астамға артады.' 'жинақтау $X-тен азға артады.' 'жинақтау дәл $X-ке артады.' 'жинақтау тұрақты болып қалады.'],1,Sheet1, Қолда бар табыс,$X-ке өскен кезде,қабылданбаған.,"Қолда бар табыс

Бұл – жай ғана сөз емес, бұл – өмірдің ең қымбат қазынасы. Ол әрбір адамның жүрегінде, әрбір қадамда, әрбір сәтте жатыр. Біз оны көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, көп іздеп, кө",0.0,0.0,0.37,0.35
 Өзін-өзі құрбан ету қай будда ойшылы үшін маңызды тақырып?, әлемдік_діндер, ['Thich Nhat Hanh' 'Далай Лама' 'Daisetsu T. Suzuki' 'Shaku Soyen'],0,Sheet1, Өзін-өзі құрбан ету қай будда,ойшылы үшін маңызды тақырып?, деген сөз,"Өзін-өзі құрбан ету қай будда?
**Бұл сұрақ дұрыс емес.**

Буддизмде «өзін-өзі құрбан ету» (сақиналы қызмет немесе өзін өзі өлтіру) ұғым жоқ. Будда Сиддхартта Гаутама өмір сүрген кезде, буддизмнің негізгі қағидаттарының бірі – **Ахимса** (жәндіктерді зардап етпеу) болды. Будда өзінің өмірін ұзақ жылдар бойы сақтап қалды және өзі өлтірілген жоқ.

Егер сіз «өзін-өзі құрбан ету» ұғымын қай дінге немесе қай тұлғаға қатысты сұрап тұрсаңыз, бұл буддизмге сәйкес келмейді. Бұл ұғым кейде басқа діндерде (мысалы, христиандағы «Құрбан ету» тақырыбындағы кейбір интерпретацияларда) немесе философиялық контексттерде кездесуі мүмкін, бірақ буддизмде бұл «сақиналы қызмет» (сака) немесе «өзін өзі өлтіру» түрінде жүзеге аспайды.

Егер сіз нақты бір буддист тұлғаны немесе нақты бір сұрақты (мысалы, «Будда қай жылы туған?» немесе «Будда қай жерде туған?») сұрап тұрсаңыз, нақтылап жазсаңыз, мен сізге дұрыс жауап беруге тырысамын.",0.0,0.0,0.56,0.47
"Бұл сұрақ келесі ақпаратқа қатысты. Моңғол хандарының немесе билеушілерінің билігінің шыңында бір кездері жауласқан халықтар бейбітшілікте бірге өмір сүрген және барлық дерлік діндерге төзімділік танытқан кең аумақты құрады... Шыңғыс хан алғаш рет жариялаған заңдар жиынтығы адамдардың өзара әрекеттесуін реттеді. Нәтижесінде халықаралық байланыста маңызды жаңа кезең басталды. Шығыс Еуропадан Оңтүстік Қытайға дейін саудагерлер мен саяхатшылар жақсы бақыланатын моңғол иеліктері арқылы өмірлері мен мүлкі үшін қорықпай жүре алды. Еуропаның, Азияның және Таяу Шығыстың көп бөлігін қамтыған немесе байланыстырған моңғол аумағының үлкен бөлігі Шығыс жарты шар өркениеттері арасындағы көпір қызметін атқарды. Моңғол жерлерін кесіп өткен керуендер мен елшіліктер жаңа азық-түлік, өнертабыстар мен идеяларды бір өркениетті аймақтан екіншісіне және өркениетті аймақтан делдалдар ретінде қызмет ететін көшпелі халықтарға жеткізді. Қауіпсіз сауда жолдары гүлденген саудагерлер мен бай, космополиттік қалалар үшін жасалды. Олар сондай-ақ азық-түлік [мен] өнертабыстарының таралуына ықпал етті... экономикалық және әлеуметтік дамудың және өркениетті өмірдің жақсаруының негізгі күші болды. —Роберт Гуйсепи, 1992 Моңғол империясы өзінің кең географиялық тұрғыдан алуан түрлі аумағын біріктіру үшін келесілердің қайсысын пайдаланды?",орта мектептің_әлем_тарихы, ['Сауда желілеріне баса назар аудару' 'Үстемдікті күшейту үшін бюрократияны кеңейту' 'Үкіметті заңдастыру үшін мемлекет қолдайтын дінді пайдалану' 'Аймақаралық канал жүйесін кеңейту'],0,Sheet1,"Бұл сұрақ келесі ақпаратқа қатысты. Моңғол хандарының немесе билеушілерінің билігінің шыңында бір кездері жауласқан халықтар бейбітшілікте бірге өмір сүрген және барлық дерлік діндерге төзімділік танытқан кең аумақты құрады... Шыңғыс хан алғаш рет жариялаған заңдар жиынтығы адамдардың өзара әрекеттесуін реттеді. Нәтижесінде халықаралық байланыста маңызды жаңа кезең басталды. Шығыс Еуропадан Оңтүстік Қытайға дейін саудагерлер мен саяхатшылар жақсы бақыланатын моңғол иеліктері арқылы өмірлері мен мүлкі үшін қорықпай жүре алды. Еуропаның, Азияның және Таяу Шығыстың көп бөлігін қамтыған немесе байланыстырған моңғол аумағының үлкен бөлігі Шығыс жарты шар өркениеттері арасындағы көпір қызметін атқарды.","Моңғол жерлерін кесіп өткен керуендер мен елшіліктер жаңа азық-түлік, өнертабыстар мен идеяларды бір өркениетті аймақтан екіншісіне және өркениетті аймақтан делдалдар ретінде қызмет ететін көшпелі халықтарға жеткізді. Қауіпсіз сауда жолдары гүлденген саудагерлер мен бай, космополиттік қалалар үшін жасалды. Олар сондай-ақ азық-түлік [мен] өнертабыстарының таралуына ықпал етті... экономикалық және әлеуметтік дамудың және өркениетті өмірдің жақсаруының негізгі күші болды. —Роберт Гуйсепи, 1992 Моңғол империясы өзінің кең географиялық тұрғыдан алуан түрлі аумағын біріктіру үшін келесілердің қайсысын пайдаланды?","Бұл сұрақ келесі ақпаратқа қатысты. Моңғол хандарының немесе билеушілерінің билігінің шыңында бір кездері жауласқан халықтар бейбітшілікте бірге өмір сүрген және барлық дерлік діндерге төзімділік танытқан кең аумақты құрады... Шыңғыс хан алғаш рет жариялаған заңдар жиынтығы адамдардың өзара әрекеттесуін реттеді. Нәтижесінде халықаралық байланыста маңызды жаңа кезең басталды. Шығыс Еуропадан Оңтүстік Қытайға дейін саудагерлер мен саяхатшылар жақсы бақыланатын моңғол иеліктері арқылы өмірлері мен мүлкі үшін қорықпай жүре алды. Еуропаның, Азияның және Таяу Шығыстың көп бөлігін қамтыған немесе байланыстырған моңғол аумағының үлкен бөлігі Шығыс жарты шар өркениеттері арасындағы көпір қызметін атқарды.","Бұл жаңа кезеңнің ең басты салдары – мәдени алмасудың қарқынды дамуы болды. Шығыс пен Батыс арасындағы тарихи бөлініс жоғалып, ғылым, өнер және технологияның тәуелсіз шекарадан тыс ағылуына мүмкіндік туындады. Орыс, түрік, парсы және қытай жазуларының қолданылуы, әдебиеттердің бір-біріне аударылуы және ғылыми еңбектердің кең таралуы осы заманға дейінгі ең үлкен интеллектуалдық қозғалыстың басталуына әкелді. Сондай-ақ, медицина, астрономия және математика салаларындағы жаңалықтар моңғол империясы арқылы әлемнің түкпір-түкпіріне жетті. Бұл оқиға тек саяси немесе экономикалық өзгеріс емес, адамзат тарихындағы мәдени интеграцияның жаңа дәуірінің басталуы болды.",0.0,0.0,0.8,0.9
" Ақ жарық призма арқылы өткенде, жасыл түстен гөрі көбірек иілген жарық", тұжырымдамалық_физика, ['қызыл' 'сары' 'көк' 'Мыналардың ешқайсысы емес'],2,Sheet1," Ақ жарық призма арқылы өткенде, жасыл",түстен гөрі көбірек иілген жарық, сәулелердің бір бөлігінің бұрышы басқа бөліктерге қарағанда аз болады.,"Ақ жарық призма арқылы өткенде, жасыл түс ең жоғары қатарда шығады.",0.0,0.0,0.57,0.62
 Төмендегілердің қайсысы жыныстық мінез-құлыққа ЕҢ АЗ әсер етеді?, орта мектеп психологиясы, ['гипоталамус' 'гипофиз' 'жыныс бездері' 'торлы формация'],3,Sheet1, Төмендегілердің қайсысы жыныстық мінез-құлыққа,ЕҢ АЗ әсер етеді?,еткіш факторларды анықтаңыз.,"Төмендегілердің қайсысы жыныстық мінез-құлыққа **қатысты?**

*(Note: The original text appears to be a sentence fragment from a multiple-choice question in Kazakh. The most logical completion to form a grammatically correct and meaningful sentence is to add the question word ""қатысты"" (related to/involving) or ""тәуелді"" (dependent), with ""қатысты"" being the standard phrasing for such questions.)*",0.0,0.0,0.29,0.59
 Тістерді тазалау үшін қанша тіс пастасы ұсынылады?, клиникалық_білім, ['Жағымсыз.' 'Бұршақтай мөлшерде.' 'Тіс щеткасының ұзындығы.' 'Жарты дюйм.'],1,Sheet1, Тістерді тазалау үшін қанша,тіс пастасы ұсынылады?,уақыт керек?,"Тістерді тазалау үшін қанша **мүмкін болатын уақытты жұмсау керек? Дәрігерлердің кеңесі бойынша күніне кемінде екі рет, әсіресе тамақтанғаннан кейін және түнгі уақытта тіс тазалау өте маңызды. Сонымен қатар, тіс тазалауға қосымша тіс ниті немесе тіс нитімен тазалаушы құралдарды қолдану да тиімді. Бұл әрекеттер сіздің тіс денсаулығыңызды сақтауға және ауыз қуысының гигиенасын жақсартуға көмектеседі.**",0.0,0.0,0.44,0.68
 Z-ден Z_2-ге дейінгі гомоморфизмдер қанша?, абстрактілі_алгебра, ['1' '2' 'шексіз көп' '0'],1,Sheet1, Z-ден Z_2-ге дейінгі,гомоморфизмдер қанша?,уақыт аралығын,Z-ден Z_2-ге дейінгі аралықтағы өзгерістерді талдау.,0.0,0.0,0.72,0.51
"Осы тараудың «Аға көзқарас» бөлімінде доктор Донхэм бізге ақыл-ойды ынталандыру, жаттығу, диета және ұзақ өмір сүру үшін тағы қандай фактор маңызды екенін айтты?", адам_қартаюы, ['Алкогольдің орташа мөлшері' 'Әлеуметтік қолдау' 'Жақсы гендер' 'Стресстен аулақ болу'],2,Sheet1,"Осы тараудың «Аға көзқарас» бөлімінде доктор Донхэм бізге ақыл-ойды ынталандыру, жаттығу, диета және ұзақ",өмір сүру үшін тағы қандай фактор маңызды екенін айтты?,уақыттың маңызы туралы айтқан.,"Осы тараудың «Аға көзқарас» бөлімінде доктор Донхэм бізге ақыл-ойды ынталандыру, жаттығу, диета және ұзақ **жасампаздыққа жету жолдары туралы толық ақпарат береді.**",0.0,0.0,0.69,0.88
 Күндізгі жарықта жарықтың барлық толқын ұзындықтарын шағылыстыратын заттар пайда болады, орта мектеп психологиясы, ['қара' 'ақ' 'күңгірт' 'ультракүлгін'],1,Sheet1, Күндізгі жарықта жарықтың барлық толқын ұзындықтарын,шағылыстыратын заттар пайда болады,сипаттайтын спектрді көрсетеді.,Күндізгі жарықта жарықтың барлық толқын ұзындықтарын **қамтитын спектрді көре аламыз.**,0.0,0.0,0.51,0.61
 Төмендегі сұрыптау алгоритмдерінің қайсысы O(n log n) орташа және ең нашар жұмыс уақытына ие?, колледж_компьютер_ғылымы, ['Көпіршікті сұрыптау' 'Кірістіруді сұрыптау' 'Біріктіруді сұрыптау' 'Жылдам сұрыптау'],2,Sheet1, Төмендегі сұрыптау алгоритмдерінің қайсысы O(n log n) орташа,және ең нашар жұмыс уақытына ие?,уақыт күрделілігіне ие?,"Төмендегі сұрыптау алгоритмдерінің қайсысы O(n log n) орташа уақыт күрделілігіне ие?

1.  **Булга-Хеннемай (Bubble Sort)**: O(n²)
2.  **Тізімдік (Insertion Sort)**: O(n²)
3.  **Тікелей (Selection Sort)**: O(n²)
4.  **Тікелей (Merge Sort)**: O(n log n)
5.  **Тікелей (Quick Sort)**: O(n log n)

**Дұрыс жауап:** Merge Sort және Quick Sort алгоритмдері O(n log n) орташа уақыт күрделілігіне ие.",0.0,0.0,0.64,0.77
"Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз. Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады. ... Одақтың әрбір штаты тек қылмыс тікелей жасалған мемлекет алдында ғана емес, сонымен қатар бүкіл Конфедерация алдында, оның бақылауымен шыққан, басқа мемлекеттердің ар-намысы немесе қауіпсіздігіне қол сұғылған немесе олардың конституциясына немесе әкімшілігіне шабуыл жасалған әрбір басылым үшін жауапты. ... —Герман мемлекеттері қабылдаған Карлсбад қарарлары, 1819 ж. Жоғарыда аталған жарлықтарға сәйкес, Германия конфедерациясының мемлекеттері төмендегілердің қайсысынан ең қорықты?",орта мектеп_еуропалық_тарихы," [«Либералдық көзқарастағы жас студенттердің әсерлі оқытушылар құрамына және айналасындағы қауымдастықтарға әсері болар еді, онда олар өз пікірлерін міндетті түрде тарататын еді». «БАҚ арқылы либералдық идеяларды тарату және университетте аудиторияда немесе құпия түрде ұлтшылдық немесе либералдық идеялармен бөлісу». «Олар жаңа ғана құрған неміс мемлекеттері одағының ыдырауы». «Осы Карлсбад қарарлары қабылданғанға дейін және Наполеонның шапқыншылығынан бұрын күшейе түскен бонапартизмді қолдау».]",1,Sheet1,"Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз. Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады.","... Одақтың әрбір штаты тек қылмыс тікелей жасалған мемлекет алдында ғана емес, сонымен қатар бүкіл Конфедерация алдында, оның бақылауымен шыққан, басқа мемлекеттердің ар-намысы немесе қауіпсіздігіне қол сұғылған немесе олардың конституциясына немесе әкімшілігіне шабуыл жасалған әрбір басылым үшін жауапты. ... —Герман мемлекеттері қабылдаған Карлсбад қарарлары, 1819 ж. Жоғарыда аталған жарлықтарға сәйкес, Германия конфедерациясының мемлекеттері төмендегілердің қайсысынан ең қорықты?","Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз. Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады.","Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз. Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады.

**Екінші бөлім:**

Осы заңның мақсаты – ақпараттық кеңістікті реттеу және мемлекеттік органдардың ашықтығын қамтамасыз ету болып табылады. Мемлекеттік лауазымды тұлғалардың баспаға жіберу құқығы шектеулі болғандықтан, олардың әрекеттері заңдылыққа және азаматтардың ақпараттық құқығына толықтай сәйкес келуі тиіс. Баспаға жіберілген материалдардың мазмұны жалпы қоғамға пайдалы болуы керек, сонымен қатар заңға қайшы келмейтіндігі расталуы шарт. Егер басылымның мазмұны жоғарыда аталған талаптарға сай болмаса, ол одақтың арнайы комиссиясы тарапынан тексеріледі және қажет болған жағдайда баспадан тыйым салынады. Бұл реттеу шаралар",0.0,0.0,0.77,0.79
"Жұмыртқа өндіру үшін тауық өсіретін фермер жұмыртқаларының орташа салмағы 56 грамм болуын қалайды. Ол басқа тауық түрін сатып алуды қарастырып жатыр, сондықтан ол осы тауық түрі салған 18 жұмыртқаның кездейсоқ үлгісін алды. Массалардың таралуы симметриялы және үйінді тәрізді, орташа салмағы 54,1 грамм және ауытқулар жоқ. Фермер бұл тауықтардың жұмыртқаларының орташа салмағы 56 г-нан өзгеше екеніне дәлел бар-жоғын білу үшін t-тест жүргізді және t= -1,973 сынақ статистикасын алды. Егер ол 5% маңыздылық деңгейін пайдаланса, қайсысы дұрыс қорытынды және себеп болып табылады?", орта мектеп статистикасы,"['Себебі ±1,96-дан экстремалды болғандықтан, ол нөлдік гипотезаны жоққа шығаруы керек. Оның осы тауықтардың жұмыртқаларының орташа массасы 56 грамнан өзгеше екендігі туралы 5% маңыздылық деңгейінде сенімді дәлелдері бар.' 'Себебі 17 еркіндік дәрежесі үшін t-ның критикалық мәнінен аз экстремалды болғандықтан, ол нөлдік гипотезаны жоққа шығармауы керек. Оның осы тауықтардың жұмыртқаларының орташа массасы 56 грамнан өзгеше екендігі туралы 5% маңыздылық деңгейінде сенімді дәлелдері жоқ.' 'Себебі 18 еркіндік дәрежесі үшін t-ның критикалық мәнінен аз экстремалды болғандықтан, ол нөлдік гипотезаны жоққа шығармауы керек. Оның осы тауықтардың жұмыртқаларының орташа массасы 56 грамнан өзгеше екендігі туралы 5% маңыздылық деңгейінде сенімді дәлелдері жоқ.' 'Себебі 18 еркіндік дәрежесі үшін t-ның критикалық мәнінен аз экстремалды болғандықтан, ол нөлдік гипотезаны жоққа шығаруы керек. Оның осы тауықтардың жұмыртқаларының орташа массасы 56 грамнан өзгеше екендігі туралы 5% маңыздылық деңгейінде сенімді дәлелдері бар.'",1,Sheet1,"Жұмыртқа өндіру үшін тауық өсіретін фермер жұмыртқаларының орташа салмағы 56 грамм болуын қалайды. Ол басқа тауық түрін сатып алуды қарастырып жатыр, сондықтан ол осы тауық түрі салған 18 жұмыртқаның кездейсоқ үлгісін алды. Массалардың таралуы симметриялы және үйінді тәрізді, орташа салмағы 54,1 грамм және ауытқулар жоқ.","Фермер бұл тауықтардың жұмыртқаларының орташа салмағы 56 г-нан өзгеше екеніне дәлел бар-жоғын білу үшін t-тест жүргізді және t= -1,973 сынақ статистикасын алды. Егер ол 5% маңыздылық деңгейін пайдаланса, қайсысы дұрыс қорытынды және себеп болып табылады?","және стандартты ауытқуы 1,2 грамм болған деп есептейік. Фермердің қалауы бойынша жұмыртқалардың орташа салмағы 56 грамм болуы керек. Фермерге қандай ең кіші санындағы жұмыртқаны сатып алу керек екенін анықтау қажет.","Есептің шарты бойынша, тауықтардың салмағының таралуы симметриялы және үйінді тәрізді (normal distribution), ал ауытқулар (σ) белгіленген жоқ. Бұл жағдайда, есепті шешу үшін стандартты ауытқуды (σ) белгісіз деп қабылдаймыз немесе оны есептеу үшін қосымша деректер қажет екенін түсінеміз. Дегенмен, көптеген оқулықтарда мұндай есептерде стандартты ауытқу белгіленбеген жағдайда, кейде орташа квадраттық ауытқуды (σ²) немесе нақты сандық мәнді қолдану талап етілуі мүмкін. Егер стандартты ауытқу (σ) белгіленбесе, біз оны белгісіз деп қалдырып, жалпы формуланы көрсете аламыз немесе есептеу үшін стандартты ауытқудың мәнін (мысалы, 10 грамм) қосымша аламыз.

Дегенмен, ең жиі кездесетін нұсқада, егер стандартты ауытқу берілмесе, біз **орташа квадраттық ауытқуды (σ)** немесе **стандартты ауытқуды (σ)** белгісіз деп қалдырып, **z-бағалау формуласын** қолданамыз. Бірақ, егер бұл нақты сан шығару керек болса, стандартты ауытқудың мәнін (мысалы, 10 грамм) қосымша алуымыз керек.

Есептің логикалық аяқталуы үшін, стандартты ауытқуды (σ) белгіленбегендіктен, біз оны **10 грамм** деп аламыз (бұл о",0.0,0.22,0.54,0.66
 Төмендегілердің қайсысы стратификацияланған кездейсоқ іріктеудің қарапайым кездейсоқ іріктеуден артықшылығы емес?, орта мектеп статистикасы,"['Дұрыс жасалған кезде, стратификацияланған кездейсоқ үлгі қарапайым кездейсоқ үлгіге қарағанда аз бейімділікке ие.' 'Дұрыс жасалған кезде, стратификацияланған кездейсоқ іріктеу процесі қарапайым кездейсоқ үлгіге қарағанда үлгіден үлгіге аз өзгергіштікке ие.' 'Дұрыс жасалған кезде, стратификацияланған кездейсоқ үлгі кішірек үлгі өлшемімен үлкенірек үлгі өлшемі бар қарапайым кездейсоқ үлгі сияқты сенімді бағалауды бере алады.' 'Стратификацияланған кездейсоқ үлгі популяциядағы әрбір қабат туралы ақпарат береді, сондай-ақ тұтастай алғанда популяция үшін бағалауды береді, ал қарапайым кездейсоқ үлгі бермейді.']",0,Sheet1, Төмендегілердің қайсысы стратификацияланған кездейсоқ іріктеудің қарапайым,кездейсоқ іріктеуден артықшылығы емес?,іріктеудің қарапайым үлгісіне ұқсайды?,"Төмендегілердің қайсысы стратификацияланған кездейсоқ іріктеудің қарапайым **үлгісіне (sample) жақын?**

*(Түсініктеме: Бұл сұрақ статистикадағы әдістемелерді салыстыруға арналған. Стратификацияланған кездейсоқ іріктеу (Stratified Random Sampling) әдетте ""қарапайым кездейсоқ іріктеу"" (Simple Random Sampling) емес, бірақ оған жақын болуы мүмкін. Сұрақтың толық нұсқасында жауап нұсқалары (A, B, C, D) беріледі. Егер сізге нақты жауап керек болса, қосымша нұсқаларды жазыңыз.)*",0.0,0.0,0.37,0.7
 Антропологияның қай саласы адамдардың ең жақын туыстарын жақсырақ түсінуге бағытталған?, тарихқа дейінгі кезең, ['палеоантропология' 'археология' 'приматология' 'лингвистика']],2,Sheet1, Антропологияның қай саласы адамдардың ең жақын,туыстарын жақсырақ түсінуге бағытталған?, туыс болып саналады деп есептеледі.,"Антропологияның қай саласы адамдардың ең жақын туыстары туралы зерттейді?

**Жауабы:** **Биологиялық антропология** (немесе физикалық антропология).

Бұл ғылым адамның эволюциялық даму тарихын, анатомиялық құрылымын және басқа приматтармен (әсіресе шимпанзе мен горилла) қатынасын зерттейді.",0.0,0.0,0.54,0.63
 Төмендегілердің қайсысы бизнес-жоспардың маркетингтік сегментінде қарастырылады?, әртүрлі, ['Өнімдер мен қызметтердің бағасы қалай белгіленеді' 'Бизнестің ұйымдастырушылық құрылымы' 'Қызметкерлерді ұстап қалуға әсер етуі мүмкін кез келген факторлар' 'Бюджет жоспарының егжей-тегжейлері'],0,Sheet1, Төмендегілердің қайсысы бизнес-жоспардың,маркетингтік сегментінде қарастырылады?,мақсаттарына жетуге көмектесетін құралдарды анықтаңыз.,"Төмендегілердің қайсысы бизнес-жоспардың **негізгі құрылымын құрайды?**

*(Ескерту: Сіздің сұрағыңыз толық емес болғандықтан, мен оны ең жиі кездесетін және логикалық тұрғыдан дұрыс аяқталатын нұсқамен аяқтадым. Егер сізге нақты бір тест таңдауы немесе нақты бір сұрақ керек болса, толықтырып жіберсеңіз болады.)*",0.0,0.0,0.42,0.64
Ежелгі мемлекеттік қоғамдардың ең айқын материалдық белгілері:, тарихқа дейінгі кезең, ['тас тақтайшалар.' 'пирамидалар.' 'монументалды жұмыстар.' 'суару каналдары.'],2,Sheet1,Ежелгі мемлекеттік қоғамдардың ең,айқын материалдық белгілері:,ірісі – Қытай.,"Ежелгі мемлекеттік қоғамдардың ең **күрделісі – Қытай империясы болды.**

*(Note: This completes the sentence logically, referring to the complexity and longevity of the Chinese state among ancient civilizations. Other valid completions could include ""ұзақ өмір сүргені"" (that lived the longest) or ""күштісі"" (the strongest), depending on the specific historical context intended.)*",0.0,0.0,0.1,0.49
 Қалыптан тыс мінез-құлықты бейімделмеген мінез-құлық ретінде анықтауға болады, орта мектеп психологиясы, ['биологтар' 'мінез-құлық зерттеушілер' 'психоаналитиктер' 'гуманистер'],1,Sheet1, Қалыптан тыс мінез-құлықты бейімделмеген,мінез-құлық ретінде анықтауға болады,ген адамдар,Қалыптан тыс мінез-құлықты бейімделмеген **адамдар әдетте өз ортасында қиындықтарға тап болады.**,0.0,0.0,0.71,0.48
 Эмили стандартталған жетістік тестінде 65-ші перцентильде ұпай жинады. Бұл келесілердің қайсысын көрсетеді? Оның ұпайы, орта мектеп психологиясы, ['орташадан жоғары' 'орташа' 'орташадан төмен' 'тек өтіп жатырмын'],0,Sheet1, Эмили стандартталған жетістік тестінде 65-ші перцентильде ұпай жинады. Бұл келесілердің қайсысын көрсетеді?,Оның ұпайы,Ең жоғарғы 35% оқушыдан жоғары.,"Бұл Эмилидің 65%-ынан жоғары нәтиже алғанын және 35%-ынан төмен нәтиже алғанын көрсетеді. Яғни, тесттегі барлық орындардың 65-інен көбі Эмилидің ұпайынан жоғары немесе тең болды.",0.0,0.0,0.59,0.7
